
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
F6:00:22:14:99:72, 2020-04-18 15:01:24, 2020-04-18 15:01:24, -32,       10, (not associated) ,
02:BA:5E:01:A0:C7, 2020-04-18 15:01:16, 2020-04-18 15:01:16, -88,        1, (not associated) ,
1A:F8:04:38:3D:B1, 2020-04-18 14:56:28, 2020-04-18 14:56:28, -26,        1, (not associated) ,
EE:14:D0:45:E0:08, 2020-04-18 14:55:12, 2020-04-18 14:55:16, -76,       20, (not associated) ,
8C:86:1E:57:AD:23, 2020-04-18 14:52:57, 2020-04-18 14:53:01, -85,        2, (not associated) ,34567_5GHz
36:87:C8:46:D9:6D, 2020-04-18 14:50:48, 2020-04-18 14:50:49, -29,       10, (not associated) ,
26:3D:7C:73:21:0E, 2020-04-18 14:50:41, 2020-04-18 14:50:41, -57,        9, (not associated) ,
EA:07:80:C0:A8:AC, 2020-04-18 14:50:38, 2020-04-18 14:50:38, -59,       12, (not associated) ,
B2:F0:E5:DE:BB:52, 2020-04-18 14:43:15, 2020-04-18 14:43:15, -84,        2, (not associated) ,
DA:A1:19:24:2A:2F, 2020-04-18 14:40:37, 2020-04-18 14:40:37, -93,        1, (not associated) ,
BA:83:51:4F:48:30, 2020-04-18 14:40:24, 2020-04-18 14:40:27, -76,       15, (not associated) ,
E6:4D:FB:3E:B2:E6, 2020-04-18 14:28:21, 2020-04-18 14:39:36, -28,       20, (not associated) ,
6E:C0:FA:E0:01:4A, 2020-04-18 14:29:28, 2020-04-18 14:38:28, -23,        2, (not associated) ,
DA:A1:19:1B:1B:1B, 2020-04-18 14:38:12, 2020-04-18 14:38:12, -83,        1, (not associated) ,
DA:A1:19:54:8D:DC, 2020-04-18 14:36:37, 2020-04-18 14:36:37, -84,        3, (not associated) ,
DA:A1:19:D9:86:10, 2020-04-18 14:36:17, 2020-04-18 14:36:17, -88,        4, (not associated) ,
40:98:AD:49:78:64, 2020-04-18 14:34:49, 2020-04-18 14:34:49, -87,        1, (not associated) ,NOKIA-0BC3
CE:06:EF:8C:87:14, 2020-04-18 14:25:34, 2020-04-18 14:25:38, -32,       17, (not associated) ,
DA:E8:7E:97:DB:46, 2020-04-18 14:17:06, 2020-04-18 14:23:51, -38,       16, (not associated) ,
DA:A1:19:14:55:E7, 2020-04-18 14:22:50, 2020-04-18 14:22:50, -79,        1, (not associated) ,
B6:3E:F4:0C:55:E6, 2020-04-18 14:22:00, 2020-04-18 14:22:01, -30,       11, (not associated) ,
56:0D:B8:55:4F:B6, 2020-04-18 14:20:28, 2020-04-18 14:20:28, -25,        1, (not associated) ,
DA:A1:19:A7:90:3C, 2020-04-18 14:20:27, 2020-04-18 14:20:27, -79,        3, (not associated) ,
DA:A1:19:62:06:1E, 2020-04-18 14:20:26, 2020-04-18 14:20:26, -80,        1, (not associated) ,
DA:A1:19:74:85:3D, 2020-04-18 14:19:25, 2020-04-18 14:19:25, -79,        1, (not associated) ,
82:5B:AE:04:4C:C5, 2020-04-18 14:19:05, 2020-04-18 14:19:05, -90,        1, (not associated) ,
7E:EF:7E:3B:88:C6, 2020-04-18 14:15:41, 2020-04-18 14:15:41, -28,       10, (not associated) ,
DA:A1:19:FE:BC:D2, 2020-04-18 14:14:17, 2020-04-18 14:14:17, -89,        1, (not associated) ,
62:B4:B3:B5:B2:6E, 2020-04-18 14:03:36, 2020-04-18 14:12:36, -26,       21, (not associated) ,
AA:F7:FE:4D:D7:7D, 2020-04-18 14:12:38, 2020-04-18 14:12:38, -90,        1, (not associated) ,
DA:A1:19:97:29:EF, 2020-04-18 14:11:53, 2020-04-18 14:11:53, -80,        2, (not associated) ,
2E:40:EB:37:99:9A, 2020-04-18 13:57:58, 2020-04-18 14:11:28, -24,        3, (not associated) ,
90:B0:ED:06:77:67, 2020-04-18 14:11:05, 2020-04-18 14:11:05, -90,        1, (not associated) ,
DA:A1:19:54:26:D5, 2020-04-18 14:10:51, 2020-04-18 14:10:51, -90,        2, (not associated) ,
DA:A1:19:44:44:44, 2020-04-18 14:08:41, 2020-04-18 14:08:41, -78,        4, (not associated) ,
DA:A1:19:78:CB:94, 2020-04-18 14:08:25, 2020-04-18 14:08:25, -79,        1, (not associated) ,
AE:43:5B:93:45:8D, 2020-04-18 14:04:28, 2020-04-18 14:04:28, -84,        2, (not associated) ,
DA:A1:19:F0:E0:11, 2020-04-18 14:04:17, 2020-04-18 14:04:17, -80,        1, (not associated) ,
DA:A1:19:F6:51:31, 2020-04-18 14:04:17, 2020-04-18 14:04:17, -81,        1, (not associated) ,
E6:9A:69:1D:70:5B, 2020-04-18 14:03:51, 2020-04-18 14:03:51, -87,        1, (not associated) ,
DA:A1:19:66:FC:82, 2020-04-18 14:03:41, 2020-04-18 14:03:41, -83,        1, (not associated) ,
DA:A1:19:82:0D:04, 2020-04-18 14:03:15, 2020-04-18 14:03:15, -83,        1, (not associated) ,
BA:F0:A5:E2:21:38, 2020-04-18 14:02:26, 2020-04-18 14:02:26, -85,        1, (not associated) ,
DA:38:4E:E7:D4:2F, 2020-04-18 14:02:29, 2020-04-18 14:02:29, -87,        1, (not associated) ,
B6:C6:0D:29:8E:4F, 2020-04-18 14:02:15, 2020-04-18 14:02:15, -87,        1, (not associated) ,
22:FB:72:FC:27:63, 2020-04-18 14:02:12, 2020-04-18 14:02:12, -87,        2, (not associated) ,
DA:A1:19:43:2D:AA, 2020-04-18 14:02:14, 2020-04-18 14:02:14, -89,        1, (not associated) ,
7A:06:6A:68:E3:4A, 2020-04-18 14:01:24, 2020-04-18 14:01:24, -74,        4, (not associated) ,
00:0C:E7:A8:84:B9, 2020-04-18 14:00:25, 2020-04-18 14:00:25, -92,        1, (not associated) ,
DA:A1:19:30:A8:54, 2020-04-18 13:59:49, 2020-04-18 13:59:49, -84,        1, (not associated) ,
DA:A1:19:4A:9D:22, 2020-04-18 13:59:49, 2020-04-18 13:59:49, -88,        1, (not associated) ,
DA:A1:19:F8:76:A5, 2020-04-18 13:57:26, 2020-04-18 13:57:26, -84,        1, (not associated) ,
EC:F3:42:E1:01:F5, 2020-04-18 13:57:00, 2020-04-18 13:57:00, -91,        1, (not associated) ,
DA:A1:19:5D:C4:A5, 2020-04-18 13:56:24, 2020-04-18 13:56:24, -82,        1, (not associated) ,
DA:A1:19:18:BA:1E, 2020-04-18 13:56:14, 2020-04-18 13:56:14, -85,        2, (not associated) ,
8A:D3:0C:52:C3:82, 2020-04-18 13:53:40, 2020-04-18 13:53:40, -31,       10, (not associated) ,
BE:AE:8F:5C:21:E3, 2020-04-18 13:53:37, 2020-04-18 13:53:37, -55,        9, (not associated) ,
7A:D2:32:CA:9F:BC, 2020-04-18 13:42:13, 2020-04-18 13:53:28, -25,        4, (not associated) ,
D0:31:69:16:AF:D9, 2020-04-18 13:53:01, 2020-04-18 13:53:01, -82,        1, (not associated) ,
DA:A1:19:EF:C6:78, 2020-04-18 13:52:16, 2020-04-18 13:52:16, -81,        1, (not associated) ,
DA:A1:19:F8:4C:7D, 2020-04-18 13:50:53, 2020-04-18 13:50:53, -82,        1, (not associated) ,
DA:A1:19:EF:E1:13, 2020-04-18 13:48:48, 2020-04-18 13:48:48, -80,        1, (not associated) ,
DA:A1:19:EF:EF:EF, 2020-04-18 13:44:16, 2020-04-18 13:44:16, -76,        1, (not associated) ,
AA:C1:58:06:9A:7B, 2020-04-18 13:43:24, 2020-04-18 13:43:24, -61,        6, (not associated) ,
92:50:A8:1E:44:A5, 2020-04-18 13:41:24, 2020-04-18 13:41:24, -36,        9, (not associated) ,
46:FB:98:72:8D:49, 2020-04-18 13:40:51, 2020-04-18 13:40:51, -50,        8, (not associated) ,
5E:0A:BA:D2:8A:CC, 2020-04-18 13:40:02, 2020-04-18 13:40:02, -34,        8, (not associated) ,
22:58:98:FD:62:DD, 2020-04-18 13:39:24, 2020-04-18 13:39:25, -39,        8, (not associated) ,
42:A3:65:97:8F:83, 2020-04-18 13:39:15, 2020-04-18 13:39:15, -42,        9, (not associated) ,
FA:6D:7F:58:F6:E2, 2020-04-18 13:36:51, 2020-04-18 13:36:51, -40,        5, (not associated) ,
0E:70:41:75:AE:65, 2020-04-18 13:39:18, 2020-04-18 13:39:18, -33,        8, (not associated) ,
86:99:28:C6:CE:22, 2020-04-18 13:39:21, 2020-04-18 13:39:21, -30,       10, (not associated) ,
B2:A4:1C:D1:BC:39, 2020-04-18 13:39:32, 2020-04-18 13:39:32, -38,       10, (not associated) ,
16:EC:60:CB:F6:D5, 2020-04-18 13:39:44, 2020-04-18 13:39:44, -35,        4, (not associated) ,
E6:AB:3A:8F:6E:09, 2020-04-18 13:36:52, 2020-04-18 13:40:06, -68,       88, (not associated) ,
C2:0B:4A:57:A8:8A, 2020-04-18 13:40:19, 2020-04-18 13:40:19, -32,        9, (not associated) ,
E2:35:A6:53:A6:69, 2020-04-18 13:41:09, 2020-04-18 13:41:09, -36,        5, (not associated) ,
5E:95:C6:E2:C9:07, 2020-04-18 13:41:09, 2020-04-18 13:42:09, -67,       57, (not associated) ,
36:42:29:FE:79:72, 2020-04-18 13:44:41, 2020-04-18 13:44:45, -30,       22, (not associated) ,
DA:A1:19:1F:B9:71, 2020-04-18 13:48:55, 2020-04-18 13:48:55, -88,        1, (not associated) ,
DA:A1:19:33:33:33, 2020-04-18 13:49:09, 2020-04-18 13:49:09, -76,        1, (not associated) ,
3E:E7:65:E1:6E:79, 2020-04-18 13:49:44, 2020-04-18 13:49:44, -81,        1, (not associated) ,
DA:A1:19:3B:66:09, 2020-04-18 13:53:18, 2020-04-18 13:53:18, -85,        4, (not associated) ,
86:5B:21:63:96:8D, 2020-04-18 13:53:47, 2020-04-18 13:53:47, -29,       10, (not associated) ,
DA:A1:19:D8:16:5E, 2020-04-18 13:54:20, 2020-04-18 13:54:20, -80,        1, (not associated) ,
22:07:96:3E:FE:12, 2020-04-18 13:45:39, 2020-04-18 13:56:54, -31,       23, (not associated) ,
66:7B:42:C8:0F:0C, 2020-04-18 13:58:43, 2020-04-18 13:58:47, -31,       19, (not associated) ,
DA:A1:19:BB:BB:BB, 2020-04-18 13:58:55, 2020-04-18 13:58:55, -83,        1, (not associated) ,
AE:5E:C3:56:11:74, 2020-04-18 14:00:19, 2020-04-18 14:00:19, -94,        1, (not associated) ,
DA:A1:19:88:B6:C9, 2020-04-18 14:01:11, 2020-04-18 14:01:11, -87,        1, (not associated) ,
DA:A1:19:72:32:0D, 2020-04-18 14:01:11, 2020-04-18 14:01:11, -85,        1, (not associated) ,
7A:9C:EA:83:3C:74, 2020-04-18 14:02:23, 2020-04-18 14:02:23, -86,        1, (not associated) ,
A6:52:B5:A9:AD:EE, 2020-04-18 14:02:33, 2020-04-18 14:02:33, -80,        1, (not associated) ,
1E:1D:C6:B4:69:26, 2020-04-18 14:03:31, 2020-04-18 14:03:31, -87,        3, (not associated) ,TIL_AP
DE:F4:1A:5E:21:6A, 2020-04-18 14:03:35, 2020-04-18 14:03:35, -79,        1, (not associated) ,
CE:D6:E7:36:96:CF, 2020-04-18 14:03:19, 2020-04-18 14:03:30, -52,       25, (not associated) ,
2E:23:C8:74:06:AB, 2020-04-18 14:03:56, 2020-04-18 14:03:56, -85,        2, (not associated) ,
DA:A1:19:BC:B2:3C, 2020-04-18 14:05:19, 2020-04-18 14:05:19, -85,        1, (not associated) ,
DA:A1:19:ED:76:17, 2020-04-18 14:06:21, 2020-04-18 14:06:21, -79,        1, (not associated) ,
DA:A1:19:51:2B:A0, 2020-04-18 14:07:23, 2020-04-18 14:07:23, -79,        2, (not associated) ,
86:73:3B:0A:4D:CE, 2020-04-18 14:12:51, 2020-04-18 14:12:55, -77,       19, (not associated) ,
DA:A1:19:9D:78:60, 2020-04-18 14:16:34, 2020-04-18 14:17:34, -85,        2, (not associated) ,
DA:A1:19:36:36:36, 2020-04-18 14:18:30, 2020-04-18 14:18:30, -84,        2, (not associated) ,
1E:22:53:DE:78:87, 2020-04-18 14:21:58, 2020-04-18 14:21:58, -56,       11, (not associated) ,
DA:A1:19:0C:BB:5C, 2020-04-18 14:35:19, 2020-04-18 14:35:19, -85,        1, (not associated) ,
DA:A1:19:1A:B8:A6, 2020-04-18 14:38:32, 2020-04-18 14:38:32, -86,        1, (not associated) ,
C6:7D:EC:60:7C:06, 2020-04-18 14:50:09, 2020-04-18 14:50:10, -59,       13, (not associated) ,
F2:E5:EC:FA:16:9E, 2020-04-18 14:50:06, 2020-04-18 14:50:07, -28,       11, (not associated) ,
F2:B8:55:AF:4D:AF, 2020-04-18 14:41:51, 2020-04-18 14:53:06, -30,       17, (not associated) ,
DA:A1:19:42:A3:7F, 2020-04-18 14:53:46, 2020-04-18 14:53:46, -86,        1, (not associated) ,
96:EC:E7:3B:71:6A, 2020-04-18 15:01:21, 2020-04-18 15:01:21, -31,        9, (not associated) ,
AE:34:C4:19:F3:57, 2020-04-18 15:01:31, 2020-04-18 15:01:31, -45,       11, (not associated) ,
12:85:1C:5B:E2:9E, 2020-04-18 15:01:44, 2020-04-18 15:01:44, -28,       10, (not associated) ,
D6:7E:85:81:D8:9E, 2020-04-18 15:05:46, 2020-04-18 15:05:46, -90,        1, (not associated) ,
3E:FA:B6:94:CB:F2, 2020-04-18 14:57:35, 2020-04-18 15:06:35, -24,       23, (not associated) ,
C6:06:83:95:91:A3, 2020-04-18 15:09:45, 2020-04-18 15:09:45, -85,        1, (not associated) ,
DA:A1:19:71:08:DD, 2020-04-18 15:10:10, 2020-04-18 15:10:10, -85,        1, (not associated) ,
C6:06:83:30:3F:31, 2020-04-18 15:10:06, 2020-04-18 15:10:06, -82,        2, (not associated) ,
52:B0:FF:6B:95:B6, 2020-04-18 15:14:30, 2020-04-18 15:14:30, -84,        1, (not associated) ,
9E:A3:88:83:7E:84, 2020-04-18 15:14:43, 2020-04-18 15:14:43, -82,        1, (not associated) ,
32:6D:E6:BD:9F:EE, 2020-04-18 15:15:23, 2020-04-18 15:15:23, -80,        1, (not associated) ,
76:D3:BD:96:2B:62, 2020-04-18 15:17:32, 2020-04-18 15:17:32, -85,        1, (not associated) ,
DA:A1:19:C3:47:E1, 2020-04-18 15:21:23, 2020-04-18 15:21:23, -83,        1, (not associated) ,
8A:C7:35:ED:F9:43, 2020-04-18 15:22:56, 2020-04-18 15:22:56, -88,        1, (not associated) ,
2A:D3:D3:0B:CC:26, 2020-04-18 15:26:22, 2020-04-18 15:26:22, -82,        1, (not associated) ,
DA:A1:19:87:A0:F7, 2020-04-18 15:29:06, 2020-04-18 15:29:06, -86,        1, (not associated) ,
36:91:98:10:1E:F1, 2020-04-18 15:30:11, 2020-04-18 15:30:11, -46,       11, (not associated) ,
DA:A1:19:A5:72:95, 2020-04-18 15:31:07, 2020-04-18 15:31:07, -79,        2, (not associated) ,
7E:E9:65:55:1D:30, 2020-04-18 15:32:42, 2020-04-18 15:32:42, -27,        1, (not associated) ,
B2:72:E8:FB:B3:CF, 2020-04-18 15:39:32, 2020-04-18 15:39:32, -90,        1, (not associated) ,
DA:A1:19:25:CA:89, 2020-04-18 15:44:44, 2020-04-18 15:44:44, -87,        2, (not associated) ,TP-Link_5D84
4E:61:8E:33:39:31, 2020-04-18 15:47:23, 2020-04-18 15:47:23, -79,        2, (not associated) ,
5A:BC:66:8D:F2:55, 2020-04-18 15:47:42, 2020-04-18 15:47:43, -51,       11, (not associated) ,
CE:24:10:88:5D:D9, 2020-04-18 15:48:33, 2020-04-18 15:48:33, -35,        9, (not associated) ,
DA:A1:19:67:11:6B, 2020-04-18 15:49:58, 2020-04-18 15:49:58, -74,        1, (not associated) ,
2A:4C:D9:72:78:41, 2020-04-18 15:55:45, 2020-04-18 15:55:45, -28,        1, 00:25:00:FF:94:73,
A2:6C:B2:B4:5D:E3, 2020-04-18 15:56:23, 2020-04-18 15:56:23, -38,       10, (not associated) ,
AE:D1:11:BC:A0:73, 2020-04-18 15:56:35, 2020-04-18 15:56:35, -62,       13, (not associated) ,
A2:26:3A:00:95:9B, 2020-04-18 15:57:10, 2020-04-18 15:57:10, -44,        8, (not associated) ,
A2:F2:2A:C7:FD:A7, 2020-04-18 15:57:42, 2020-04-18 15:57:42, -38,        8, (not associated) ,
F2:7B:F3:CB:FB:51, 2020-04-18 15:58:22, 2020-04-18 15:58:22, -41,       11, (not associated) ,
82:24:71:74:97:BE, 2020-04-18 15:58:55, 2020-04-18 15:58:55, -55,        8, (not associated) ,
86:6B:03:52:06:C1, 2020-04-18 15:59:47, 2020-04-18 15:59:47, -75,       10, (not associated) ,
82:97:9A:12:1A:47, 2020-04-18 15:59:44, 2020-04-18 15:59:44, -60,       11, (not associated) ,
DA:A1:19:2D:48:8C, 2020-04-18 15:59:55, 2020-04-18 15:59:55, -84,        1, (not associated) ,
5E:6D:1C:0D:34:C6, 2020-04-18 15:59:54, 2020-04-18 15:59:55, -40,        8, (not associated) ,
5E:72:BB:E1:AE:47, 2020-04-18 16:00:17, 2020-04-18 16:00:18, -56,       11, (not associated) ,
66:58:23:0A:E8:92, 2020-04-18 16:00:20, 2020-04-18 16:00:20, -44,        9, (not associated) ,
DE:3B:00:CD:3D:80, 2020-04-18 16:00:31, 2020-04-18 16:00:31, -33,       10, (not associated) ,
D2:CE:39:70:A7:7A, 2020-04-18 16:00:43, 2020-04-18 16:00:43, -42,       11, (not associated) ,
7A:E8:00:82:FA:FA, 2020-04-18 16:01:18, 2020-04-18 16:01:18, -42,        9, (not associated) ,
DA:A1:19:9E:BA:82, 2020-04-18 16:07:30, 2020-04-18 16:07:30, -83,        1, (not associated) ,
52:31:94:8D:66:BE, 2020-04-18 16:08:10, 2020-04-18 16:08:10, -45,        9, (not associated) ,
92:4B:E0:96:3F:7D, 2020-04-18 16:13:55, 2020-04-18 16:13:55, -45,       10, (not associated) ,
2A:94:19:0F:BE:8B, 2020-04-18 16:14:25, 2020-04-18 16:21:10, -38,        4, (not associated) ,
2C:33:61:2B:3D:3E, 2020-04-18 13:57:26, 2020-04-18 16:27:34, -82,       16, 88:D7:F6:BE:47:5C,
DA:A1:62:DC:5C:5F, 2020-04-18 16:28:57, 2020-04-18 16:28:57, -45,        9, (not associated) ,
2E:CB:8E:80:90:CD, 2020-04-18 16:30:10, 2020-04-18 16:30:10, -45,        1, (not associated) ,
DA:AE:E3:EB:D9:1B, 2020-04-18 16:32:05, 2020-04-18 16:32:06, -58,       11, (not associated) ,
6E:85:63:4C:CF:DD, 2020-04-18 16:32:07, 2020-04-18 16:32:11, -37,       17, (not associated) ,
DA:A1:19:AC:AC:AC, 2020-04-18 16:32:18, 2020-04-18 16:32:18, -82,        1, (not associated) ,
DA:A1:19:05:B7:8C, 2020-04-18 16:33:21, 2020-04-18 16:33:21, -78,        2, (not associated) ,
DA:A1:19:6E:4E:BB, 2020-04-18 16:36:10, 2020-04-18 16:36:10, -88,        2, (not associated) ,
DA:A1:19:4A:9C:AE, 2020-04-18 16:41:54, 2020-04-18 16:41:54, -88,        1, (not associated) ,
DA:A1:19:B4:3D:9E, 2020-04-18 16:44:42, 2020-04-18 16:44:42, -82,        2, (not associated) ,
DA:A1:19:99:0B:CB, 2020-04-18 16:45:44, 2020-04-18 16:45:44, -88,        2, (not associated) ,
DA:A1:19:DD:0F:D8, 2020-04-18 16:46:46, 2020-04-18 16:46:46, -86,        3, (not associated) ,
DA:A1:19:A1:1E:75, 2020-04-18 16:48:09, 2020-04-18 16:48:09, -86,        3, (not associated) ,
DA:A1:19:DD:48:0F, 2020-04-18 16:49:21, 2020-04-18 16:49:21, -82,        2, (not associated) ,
DA:A1:19:28:7E:68, 2020-04-18 16:50:11, 2020-04-18 16:50:11, -90,        1, (not associated) ,
DA:A1:19:D9:7D:AC, 2020-04-18 16:50:10, 2020-04-18 16:50:10, -79,        3, (not associated) ,
DA:A1:19:2E:2E:2E, 2020-04-18 16:51:56, 2020-04-18 16:51:56, -84,        1, (not associated) ,
2A:36:CB:A5:67:EC, 2020-04-18 16:53:58, 2020-04-18 16:54:09, -35,       28, (not associated) ,
DA:A1:19:F4:20:84, 2020-04-18 16:56:42, 2020-04-18 16:56:42, -78,        2, (not associated) ,
DA:A1:19:BB:1C:67, 2020-04-18 16:59:06, 2020-04-18 16:59:06, -81,        2, (not associated) ,
DA:A1:19:49:07:02, 2020-04-18 17:00:07, 2020-04-18 17:00:08, -80,        3, (not associated) ,
92:A0:76:CB:F0:C0, 2020-04-18 17:00:31, 2020-04-18 17:00:32, -45,       10, (not associated) ,
5E:1E:8B:BD:C4:0B, 2020-04-18 16:56:03, 2020-04-18 17:00:33, -42,       13, (not associated) ,
DA:A1:19:34:2B:7D, 2020-04-18 17:01:09, 2020-04-18 17:01:10, -82,        3, (not associated) ,
DA:A1:19:16:16:16, 2020-04-18 17:01:48, 2020-04-18 17:01:48, -79,        1, (not associated) ,
DA:A1:19:D0:FF:48, 2020-04-18 17:02:12, 2020-04-18 17:02:12, -83,        1, (not associated) ,
3A:F8:9F:33:9B:20, 2020-04-18 17:05:19, 2020-04-18 17:05:20, -87,        2, (not associated) ,
62:DD:2D:83:E4:D0, 2020-04-18 17:05:47, 2020-04-18 17:05:47, -83,        2, (not associated) ,
EA:E7:C0:58:12:21, 2020-04-18 17:05:03, 2020-04-18 17:09:33, -36,       16, (not associated) ,
DA:A1:19:61:65:5E, 2020-04-18 17:11:08, 2020-04-18 17:11:08, -80,        2, (not associated) ,
DA:A1:19:40:40:40, 2020-04-18 17:11:36, 2020-04-18 17:11:36, -82,        2, (not associated) ,
6A:7D:5A:2A:9C:CC, 2020-04-18 17:11:31, 2020-04-18 17:11:35, -57,       22, (not associated) ,
DA:A1:19:C4:8B:3C, 2020-04-18 17:12:10, 2020-04-18 17:12:10, -82,        3, (not associated) ,
92:BD:D8:A9:D3:81, 2020-04-18 17:13:46, 2020-04-18 17:13:46, -71,        6, (not associated) ,
DA:A1:19:0D:3A:64, 2020-04-18 17:14:34, 2020-04-18 17:14:34, -79,        1, (not associated) ,
6E:57:14:44:B9:AB, 2020-04-18 17:14:20, 2020-04-18 17:14:32, -35,       26, (not associated) ,
DA:A1:19:E1:32:78, 2020-04-18 17:15:35, 2020-04-18 17:15:35, -84,        2, (not associated) ,
DA:A1:19:5C:9D:3A, 2020-04-18 17:18:00, 2020-04-18 17:18:00, -76,        2, (not associated) ,
0A:22:4A:2D:8E:DD, 2020-04-18 17:19:27, 2020-04-18 17:19:31, -77,       19, (not associated) ,
DA:A1:19:FF:39:34, 2020-04-18 17:23:08, 2020-04-18 17:23:08, -82,        2, (not associated) ,
6C:AB:31:0A:06:0D, 2020-04-18 17:23:43, 2020-04-18 17:23:43, -89,        1, (not associated) ,
FA:CE:C4:14:9F:9D, 2020-04-18 17:25:59, 2020-04-18 17:25:59, -46,        9, (not associated) ,
92:AF:B3:1E:84:74, 2020-04-18 17:26:09, 2020-04-18 17:26:10, -43,       11, (not associated) ,
4A:DB:8C:29:01:D5, 2020-04-18 17:26:20, 2020-04-18 17:26:20, -46,        7, (not associated) ,
DA:A1:19:A6:8D:23, 2020-04-18 17:26:33, 2020-04-18 17:26:33, -82,        2, (not associated) ,
DA:A1:19:BF:94:97, 2020-04-18 17:27:35, 2020-04-18 17:27:35, -81,        2, (not associated) ,
DA:A1:19:A8:D7:A2, 2020-04-18 17:28:56, 2020-04-18 17:28:56, -86,        2, (not associated) ,
92:D0:B5:0D:A8:FF, 2020-04-18 17:28:55, 2020-04-18 17:28:59, -34,       20, (not associated) ,
9E:63:AB:EA:B5:A8, 2020-04-18 17:29:16, 2020-04-18 17:29:20, -44,       17, (not associated) ,
DA:A1:19:25:A3:2E, 2020-04-18 17:31:00, 2020-04-18 17:31:00, -84,        2, (not associated) ,
DA:A1:19:F3:3C:2B, 2020-04-18 17:35:48, 2020-04-18 17:35:48, -81,        2, (not associated) ,
DA:A1:19:EC:EC:EC, 2020-04-18 17:36:09, 2020-04-18 17:36:09, -85,        1, (not associated) ,
8A:56:C6:2B:53:94, 2020-04-18 17:31:46, 2020-04-18 17:40:46, -40,       17, (not associated) ,
DA:A1:19:9B:8A:52, 2020-04-18 17:41:20, 2020-04-18 17:41:20, -81,        2, (not associated) ,
DA:A1:19:9D:9B:F1, 2020-04-18 17:41:48, 2020-04-18 17:41:48, -78,        2, (not associated) ,
36:08:0C:45:33:8B, 2020-04-18 17:42:51, 2020-04-18 17:42:55, -32,       17, (not associated) ,
FA:D5:74:4E:BD:65, 2020-04-18 17:47:10, 2020-04-18 17:47:10, -43,        8, (not associated) ,
DA:A1:19:8B:2A:6B, 2020-04-18 17:51:11, 2020-04-18 17:51:11, -87,        1, (not associated) ,
E6:E7:19:F4:64:9F, 2020-04-18 17:51:32, 2020-04-18 17:51:32, -86,        1, (not associated) ,
46:40:07:A8:ED:32, 2020-04-18 17:51:45, 2020-04-18 17:51:45, -28,        1, 00:25:00:FF:94:73,
26:E1:E4:EE:52:AD, 2020-04-18 17:54:32, 2020-04-18 17:54:32, -47,        6, (not associated) ,
16:7A:97:86:17:07, 2020-04-18 17:56:20, 2020-04-18 17:56:20, -38,       12, (not associated) ,
9E:FD:EB:AB:C3:C5, 2020-04-18 17:57:31, 2020-04-18 17:57:31, -27,       12, (not associated) ,
76:03:51:07:C3:B6, 2020-04-18 17:58:21, 2020-04-18 17:58:21, -59,        9, (not associated) ,
52:06:1C:D1:0E:B9, 2020-04-18 17:59:24, 2020-04-18 17:59:24, -38,        9, (not associated) ,
BA:6F:60:8F:B5:49, 2020-04-18 17:59:45, 2020-04-18 17:59:45, -36,        1, 00:25:00:FF:94:73,
A2:D6:A0:FA:98:63, 2020-04-18 17:50:27, 2020-04-18 18:04:00, -66,      249, (not associated) ,
DA:A1:19:F3:FB:59, 2020-04-18 18:11:58, 2020-04-18 18:11:58, -92,        1, (not associated) ,
DA:A1:19:97:7F:CA, 2020-04-18 18:17:33, 2020-04-18 18:17:33, -87,        1, (not associated) ,
DA:A1:19:21:B4:56, 2020-04-18 18:18:33, 2020-04-18 18:18:33, -90,        1, (not associated) ,
DA:A1:19:58:A3:36, 2020-04-18 18:18:34, 2020-04-18 18:18:34, -82,        2, (not associated) ,
DA:A1:19:14:70:80, 2020-04-18 18:19:36, 2020-04-18 18:19:36, -84,        3, (not associated) ,
EA:9D:04:57:87:19, 2020-04-18 18:23:33, 2020-04-18 18:23:33, -85,        1, (not associated) ,
32:78:E4:B8:70:88, 2020-04-18 18:25:12, 2020-04-18 18:25:12, -85,        4, (not associated) ,TIL_AP
8A:31:67:38:89:C1, 2020-04-18 18:25:24, 2020-04-18 18:25:24, -83,        1, (not associated) ,
F2:6D:46:AF:B0:03, 2020-04-18 18:27:19, 2020-04-18 18:27:19, -85,        1, (not associated) ,
14:9D:99:5B:63:07, 2020-04-18 18:19:34, 2020-04-18 18:29:46, -86,        3, (not associated) ,SINGTEL-70C7,Linksys04247
82:EB:B4:BC:10:4F, 2020-04-18 18:31:20, 2020-04-18 18:31:20, -49,        7, (not associated) ,
0A:3F:44:C3:43:23, 2020-04-18 18:31:34, 2020-04-18 18:31:35, -40,        8, (not associated) ,
C2:7E:57:21:B6:D8, 2020-04-18 18:31:47, 2020-04-18 18:31:47, -38,        7, (not associated) ,
F2:4D:1E:B9:E1:92, 2020-04-18 18:32:37, 2020-04-18 18:45:58, -45,      136, (not associated) ,
DA:A1:19:BC:1A:DD, 2020-04-18 18:46:24, 2020-04-18 18:46:24, -83,        1, (not associated) ,
DA:A1:19:78:7D:87, 2020-04-18 18:46:55, 2020-04-18 18:46:55, -87,        1, (not associated) ,
E2:02:CE:D4:89:16, 2020-04-18 18:46:56, 2020-04-18 18:46:56, -37,        1, (not associated) ,
